CodeJeu|NomJeu|DateAchat|Emplacement|Marque|Annee_Edition|NbJoueurs|AgeJoueurs|Manque|TypeJeu|NbPieces|TempsJeu|EtatJeu|Descriptif1|Descriptif2|Descriptif3|LienImg|Commentaire|NbPoints|NiveauJeu|Classification|PrixEstimé|Auteur|Illustrateur|SurPlace|Contenu1|Contenu2
324|Comment pense une personne autiste ?|13/08/2012||||||||0|||Livre de Peter VERMEULEN| | |||1|||0|||N||
325|Améiorer la qualité de vie des personnes autistes|13/08/2012||||||||0|||Livre écrit sous la direction de Bernadette ROGE, Catherine BARTHELEMY et Ghislain MAGEROTTE| | |||1|||0|||N||
326|Autisme et personnalité|13/08/2012||||||||0|||Livre écrit sous la direction d'Anne ALVAREZ et de Susan REID| | |||1|||0|||N||
327|Autisme, comprendre et agir|13/08/2012||||||||0|||Livre de Bernadette ROGE| | |||1|||0|||N||
328|L'enfant autiste|13/08/2012||||||||0|||Livre de Marc BELHASSEN et Olga CHAVERNEFF| | |||1|||0|||N||
329|L'aide au très jeune enfant atteint d'autisme|13/08/2012||||||||0|||Livre de Danièle ARTUSO| | |||1|||0|||N||
33|BALLE HERISSON|27/05/2012|||||||3 sensoriel musique|0||||||||1|||0|||N||
330|Stratégies éducatives de l'autisme|13/08/2012||||||||0|||Livre de Eric SCHOPLER| | |||1|||0|||N||
331|Activités d'enseignement pour enfants autistes|13/08/2012||||||||0|||Livre de Eric SCHOPLER| | |||1|||0|||N||
332|DOMINO 4|13/08/2012|||||||6 mathématiques|0||||||||1|||0|||N||
333|Guide Déclic SOMMEIL DIFFICILE|13/08/2012||||||||0||||||||1|||0|||N||
334|Guide Déclic ETRE PARENT D'ENFANT DIFFERENT|13/08/2012||||||||0||||||||1|||0|||N||
335|Guide Déclic WEEK-ENDS ET SORTIES EN FAMILLE|13/08/2012||||||||0||||||||1|||0|||N||
336|DECLIC JUILLET-AOUT 2012|13/08/2012||||||||0||||||||1|||0|||N||
337|Déclicseptembre-octobre 2012|05/07/2013||||||||1||||||||1|||0|||N||
338|Déclic novembre-décembre 2012|05/07/2013||||||||1||||||||1|||0|||N||
339|Déclic janvier-février 2013|05/07/2013||||||||1||||||||1|||0|||N||
34|BALLE XAXA|27/05/2012|||||||3 sensoriel musique|0||||||||1|||0|||N||
340|Déclic mars-avril 2013|05/07/2013||||||||1||||||||1|||0|||N||
341|Livre : Si on me touche, je n'existe plus|05/07/2013||||||||1||||||||1|||0|||N||
342|Déclic mai-juin 2013|05/07/2013||||||||1||||||||1|||0|||N||
343|Je comprends tout! CP|05/07/2013||Nathan|||||4 médiathèque livres CD|1||don sept19|Boîte Association objet-image déclassée (disparue), remplacée par le livre Je comprends tout! CP en oct19.| | |||1|||5|||N||
344|CD Rom "Joue avec Diddl et ses amis" n°1|05/07/2013||||||||1||||||||1|||0|||N||
345|CD Rom "Joue avec Diddl et ses amis" N°2|05/07/2013||||||||1||||||||1|||0|||N||
981|Coussin d'air de postionnement Junior|18/02/2017||Hemma|||||3 sensoriel musique|1||||||||1|||0|||N||
982|Coussin d'air de positionnement adulte|18/02/2017||Hemma|||||3 sensoriel musique|1||||||||1|||0|||N||
983|Coussin de cou lourd|18/02/2017||Hemma|||||3 sensoriel musique|1||||||||1|||0|||N||
984|Gilet de pression XS|18/02/2017||Hemma|||||3 sensoriel musique|1||||||||1|||0|||N||
985|Gilet de pression M|18/02/2017||Hemma|||||3 sensoriel musique|1||||||||1|||0|||N||
986|Gant lesté petit droit|18/02/2017||Hemma|||||3 sensoriel musique|1|||poid interchangeable60 g, 115g et 170g| | |||1|||0|||N||
987|Gant lesté petit gauche|18/02/2017||Hemma|||||3 sensoriel musique|1|||1 gant 3 poids 60g, 115g et 170g| | |||1|||0|||N||
988|Gant lesté moyen droit|18/02/2017||Hemma|||||3 sensoriel musique|1|||1 gant, 3 poids| | |||1|||0|||N||
989|Gant lesté moyen gauche|18/02/2017||Hemma|||||3 sensoriel musique|1|||1 gant, 3 poids| | |||1|||0|||N||
99|DECLIC MARS-AVRIL 2012|27/05/2012|||||||4 médiathèque livres CD|0||||||||1|||0|||N||
990|Surprise en cuisine|22/02/2017||Livre DYS|||||4 médiathèque livres CD|1||||||||1|||0|||N||
991|Droles de voisins !|22/02/2017||Livre DYS|||||4 médiathèque livres CD|1||||||||1|||0|||N||
992|La console ensorcelée|22/02/2017||Livre DYS|||||4 médiathèque livres CD|1||||||||1|||0|||N||
993|Max et le cirque aux papillons|22/02/2017||Livre DYS|||||4 médiathèque livres CD|1||||||||1|||0|||N||
994|Tom et le trésor de Mokodo|22/02/2017||Livre DYS|||||4 médiathèque livres CD|1||||||||1|||0|||N||
995|Le CP de sami|22/02/2017||livre|||||4 médiathèque livres CD|1||||||||1|||0|||N||
996|Super Sami|22/02/2017||livre|||||4 médiathèque livres CD|1||||||||1|||0|||N||
997|La nuit|22/02/2017||Hachette|||||4 médiathèque livres CD|1|||collection j'apprends à lire| | |||1|||0|||N||
998|Tobi est malade|22/02/2017||livre|||||4 médiathèque livres CD|1||||||||1|||0|||N||
999|Le tipi de Sami|22/02/2017||livre|||||4 médiathèque livres CD|1||||||||1|||0|||N||
1274|Série douze sur douze Cycle 2 partie 1|10/01/2019||Sed|||||5 lang graph ecriture lecture|1|||fonctionne avec Boitier Véritech| | |C:\Ludopret\Annexes\Images\1274 Veritech - série 12 sur 12 cycle 2 bleu foncé.PNG||1|||0|||N||
1275|Série Douze sur douze cycle 2|10/01/2019||Sed|||||5 lang graph ecriture lecture|1||neuf janv 19|fonctionne avec boitier Veritech4 livrets bleu clair| | |C:\Ludopret\Annexes\Images\1275  Veritech - série 12 sur 12 cycle 2 bleu clair.PNG||1|||0|||N||
1276|Educartes Les Métiers|10/01/2019||Nathan|||||8 jeux symboliques et imitatio|1||||||C:\Ludopret\Annexes\Images\1276 Educartes - les métiers -  Nathan.PNG||1|||0|||N||
1289|veste de pression|21/01/2019|||||||3 sensoriel musique|1||don juin 2019|taille M. Don.| | |C:\Ludopret\Annexes\Images\1289 Veste de pression.PNG||1|||29|||N||
1290|puzzle bois chantier|21/01/2019|||||||1 motricité fine encast puzzle|1||don juin 2019|7 pièces bois.| | |C:\Ludopret\Annexes\Images\1290 Puzzle bois.PNG||1|||10|||N||
1291|puzzle bois camion|21/01/2019|||||||1 motricité fine encast puzzle|1||don juin 2019|5 pièces bois| | |C:\Ludopret\Annexes\Images\1291  Puzzle bois.PNG||1|||10|||N||
346|Memory Diddl|05/07/2013|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
347|CD Rom Maternelle Tout le programme Moy Section|05/07/2013||||||||1||||||||1|||0|||N||
348|Jeu des ombres|05/07/2013||inconnu|||||7 aide autom assoc tps|1||don sept19|Coffret en bois contenant 4 planches et 36 plaquettes en bois. Don chiffonniers de la joie en nov19.| | |C:\Ludopret\Annexes\Images\348 - jeu des ombres en bois.jpg||1|||5|||N||
349|CD Rom TOBOCLIC Coup de théâtre à l'atelier|05/07/2013||||||||1||||||||1|||0|||N||
35|BALLES EMOTIONS|27/05/2012|||||||3 sensoriel musique|0|||| | |||1|||0|||N||
350| CD R TOBOCLIC Splitch et le mystère des crevettes|05/07/2013||||||||1||||||||1|||0|||N||
351|Apprends à t'habiller avec P'tit loup|05/07/2013||Auzou|||||1 motricité fine encast puzzle|1||don sept19|Livre avec diffréntes attaches (bouton, pression, scratch etc).Don chiffonniers  de la joie en oct19.| | |C:\Ludopret\Annexes\Images\351 - apprends à t'habiller avec P'tit loup.jpg||1|||5|||N||
352|Memory chevaux|05/07/2013||||||||1||||||||1|||0|||N||
353|Encastrement poissons|05/07/2013|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
354|Livre : 13 histoires à lire avec ton doudou|05/07/2013||||||||1||||||||1|||0|||N||
355|Ordinateur Vtech Genius XL Discover Bilingue|05/07/2013|||||||5 lang graph ecriture lecture|1||||||||1|||0|||N||
356|Robot électronique|05/07/2013|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
357|Chenille à tirer|05/07/2013|||||||2 motricité globale|1||||||C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\photos motricité globale\357.jpg||1|||0|||N||
358|Encastrement de la mer|05/07/2013|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
359|Puzzle en bois vache|05/07/2013|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
36|Les fauves de Cléopâtre|27/05/2012||Hachette||||MAS DON BOSCO JEUX ABIME|4 médiathèque livres CD|0||don sept19|Livre McDo, remplace ballon à grelots déclassé en oct19 (disparus).| | |||1|||5|||N||
360|Encastrement la ferme et ses habitants|05/07/2013|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
361|Enacstrement animaux de la ferme|05/07/2013|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
362|Pictolire|05/07/2013|||||||5 lang graph ecriture lecture|1||||||||1|||0|||N||
363|Cahier magnétique alphabet|05/07/2013|||||||5 lang graph ecriture lecture|1||||||||1|||0|||N||
364|Mon atelier vissage|05/07/2013|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
365|Marionnette bavarde|05/07/2013|||||||8 jeux symboliques et imitatio|1||||||||1|||0|||N||
366|Le grand jeu des monsieur madame|05/07/2013|||||||8 jeux symboliques et imitatio|1||||||||1|||0|||N||
367|corde à sauter n°1|05/07/2013|||||||2 motricité globale|1||don juin 2019|le précédent 367 (crazy ball) a été déclassé et remplacé par la corde à sauter en juin2019.| | |C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\photos motricité globale\367.jpg||1|||10|||N||
368|Family counters|05/07/2013|||||||6 mathématiques|1||||||||1|||0|||N||
369|Foot souffle|05/07/2013|||||||3 sensoriel musique|1||||||||1|||0|||N||
37|BALLON SENSORIEL TRANSPARENT ROUGE|27/05/2012|||||||3 sensoriel musique|0||||||||1|||0|||N||
370|Stylo vibrant|05/07/2013|||||||5 lang graph ecriture lecture|1||||||||1|||0|||N||
371|Tap'syllabes|05/07/2013|||||||5 lang graph ecriture lecture|1||||||||1|||0|||N||
372|Grimaces|05/07/2013|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
373|Dominos Les indiens|05/07/2013|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
374|Bazar bizarre|05/07/2013|||||||8 jeux symboliques et imitatio|1||||||||1|||0|||N||
375|Dobble|05/07/2013|||||||8 jeux symboliques et imitatio|1||||||||1|||0|||N||
376|Le jeu du loup|05/07/2013|||||||8 jeux symboliques et imitatio|1||||||||1|||0|||N||
377|Rondo vario|05/07/2013|||||||6 mathématiques|1||||||||1|||0|||N||
378|Mon atelier heure et temps|05/07/2013|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
379|Créa doudou|05/07/2013|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
38|Le violon qui fanfaronnait|27/05/2012||Hachette|||||4 médiathèque livres CD|0||don sept19|BALLON SENSORIEL TRANSPARENT BLEU déclassé en oct19; remplacé par le livre "Le violon qui fanfaronnait", livre McDo.| | |||1|||5|||N||
380|Junior's|05/07/2013|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
381|Si-La-Bo|05/07/2013|||||||6 mathématiques|1||||||||1|||0|||N||
382|Bata-Waf|05/07/2013|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
383|Plus plus Mini Néon|05/07/2013|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
384|Mistigri|05/07/2013|||||||8 jeux symboliques et imitatio|1||||||||1|||0|||N||
385|Batanimo|05/07/2013|||||||8 jeux symboliques et imitatio|1|||en remplacement de Zanimatch, dont il manque toutes les cartes. Une inversion de cartes a eu lieu en cours de résa, jeu transformé en Batanimo, jeu complet au 19/01/2019.| | |||1|||0|||N||
386|Les sardines|05/07/2013|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
387|Color addict|05/07/2013|||||||8 jeux symboliques et imitatio|1||||||||1|||0|||N||
388|Tam Tam Chrono|05/07/2013|||||||5 lang graph ecriture lecture|1||||||||1|||0|||N||
389|Clac Clac|05/07/2013|||||||8 jeux symboliques et imitatio|1||||||||1|||0|||N||
39|Chiffres magnétiques en bois|27/05/2012||l'atelier du bois|||||6 mathématiques|0||don juin 2019|le précédent 39 (ballon de rugby) a été déclassé et remplacé par les les chiffres magnétiques en bois en juin2019.| | |||1|||15|||N||
390|Camelot Jr|05/07/2013|||||||6 mathématiques|1||||||||1|||0|||N||
391|Ludo logic|05/07/2013|||||||8 jeux symboliques et imitatio|1|||Manque une fiche transparente| | |||1|||0|||N||
392|Petit bac de découverte blanc avec accessoires|09/07/2013|||||||3 sensoriel musique|1||||||||1|||0|||N||
393|Petit bac de découverte bleu avec accessoires|09/07/2013|||||||3 sensoriel musique|1||||||||1|||0|||N||
394|Petit bac de découverte rouge avec accessoires|09/07/2013|||||||3 sensoriel musique|1||||||||1|||0|||N||
395|Petit bac de découverte jaune avec accessoires|09/07/2013|||||||3 sensoriel musique|1||||||||1|||0|||N||
396|Les véhicules collection Petits Pas|09/07/2013|||||||4 médiathèque livres CD|1||don sept19|sept19: remplace le Petit bac de découverte gris avec accessoires, vendu à Irène.Livre pour les 12-18 mois.| | |C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\les véhicules 12 18 mois.jpg||1|||5|||N||
397|Toboclic  le trésor de Toutankharton|08/10/2013||Le récit interactif|||||4 médiathèque livres CD|1||neuf|CD-Rom| | |||1|||0|||N||
398|Toboclic 2 ninjas et demi|08/10/2013||Le récit interactif|||||4 médiathèque livres CD|1||neuf|CD-Rom| | |||1|||0|||N||
399|Boîte à formes prisme triangulaire|04/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
4|2ème LOT DE PLAQUES TACTILES|27/05/2012||||||petite plaque bleue|2 motricité globale|0||||||C:\Ludopret\Annexes\Images\4.jpg||1|||0|||N||
40|Puzzle Gormiti 300 pièces|||Ravensburger||||||0||don sept19||||||1|||10|||N||
400|Boîte à formes petit cylindre|04/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
401|Boîte à formes prisme carré|04/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
402|Boîte à forme boule avec tiroir|04/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
403|Encastrement fractions|04/01/2014|||||||6 mathématiques|1||||||||1|||0|||N||
404|Formes à dessins métalliques avec supports en bois|04/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
405|Boîte à serrures|04/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
406|4 blocs de cylindres|04/01/2014|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
407|Les barres rouges|05/01/2014|||||||6 mathématiques|1||||||||1|||0|||N||
408|Les barres rouges et bleues|05/01/2014|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
409|Poutre|05/01/2014|||||||2 motricité globale|1||||||C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\photos motricité globale\409.jpg||1|||0|||N||
41|Les véhicules, collection Petits Pas|27/05/2012|||||||4 médiathèque livres CD|0||don sept19|sept19: remplace BALLON ROUGE 120 CM, déclassé. Livre pour les 24-36 mois.| | |C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\les véhicules 24 36 mois.jpg||1|||5|||N||
410|Tunnel|05/01/2014|||||||2 motricité globale|1||||||C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\photos motricité globale\410.jpg||1|||0|||N||
411|Encastrement disque|07/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
412|Encastrement triangle|07/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
413|Encastrement carré|07/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
414|Boîte de jetons et chiffres|07/01/2014|||||||6 mathématiques|1||||||||1|||0|||N||
415|Boîte à formes avec piécettes|07/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
416|Boîte à forme prisme rectangulaire|07/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
417|Disques sur tige horizontale|07/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
418|Disques sur 3 tiges verticales|07/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
419|Cube du binôme|07/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
42|BALLON SAUTEUR|27/05/2012|||||||2 motricité globale|0||||||C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\photos motricité globale\42.png||1|||0|||N||
420|Cube du trinôme|07/01/2014|||||||6 mathématiques|1||||||||1|||0|||N||
421|Chiffres rugueux|07/01/2014|||||||6 mathématiques|1||||||||1|||0|||N||
422|Introduction au système décimal 1|07/01/2014|||||||6 mathématiques|1||||||||1|||0|||N||
423|Cylindres de pression|07/01/2014|||||||3 sensoriel musique|1||||||||1|||0|||N||
424|3ème boîte de couleurs|07/01/2014|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
425|Première table de Seguin|07/01/2014|||||||6 mathématiques|1||||||||1|||0|||N||
426|Deuxième table de Seguin|07/01/2014|||||||6 mathématiques|1||||||||1|||0|||N||
427|Fuseaux avec boîte|07/01/2014|||||||6 mathématiques|1||||||||1|||0|||N||
428|Tour rose + socle|07/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
429|Escalier marron|07/01/2014|||||||8 jeux symboliques et imitatio|1||||||||1|||0|||N||
43|Les animaux du zoo - livre tactile|27/05/2012|||||||4 médiathèque livres CD|0||don sept19|sept19: remplace BALLON DE GYMNASTIQUE 65 CM TURQUOISE, déclassé| | |C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\les animaux du zoo LLC.jpg||1|||5|||N||
430|Plateau passage disque|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
431|Tableau de mesure des longueurs|08/01/2014|||||||6 mathématiques|1||||||||1|||0|||N||
432|Plateau passage balle tricot|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
433|3 disques différents sur tige verticale|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
434|Présentoir à couleurs pour 3 balles tricot|08/01/2014|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
435|Ardoises avec lignes et carreaux x 2|08/01/2014|||||||5 lang graph ecriture lecture|1||||||||1|||0|||N||
436|Boîte tactile avec ses objets|08/01/2014|||||||3 sensoriel musique|1|||Manque la boîte (chez Jill BOUCHARE).| | |||1|||0|||N||
437|Triangles constructeurs|08/01/2014|||||||6 mathématiques|1||||||||1|||0|||N||
438|Cadre d'habillage - Petits crochets|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
439|Cadre d'habillage - Lacets|08/01/2014|||||||1 motricité fine encast puzzle|1|||l| | |||1|||0|||N||
44|Filles et garçons Gallimard|27/05/2012|||||||4 médiathèque livres CD|0||don sept19|sept19 remplace BALLON DE GYMNASTIQUE 65 CM ROSE,NE FAIT PLUS PARTIE DES JEUX EMPRUNTABLEs DEPUIS LE 14 MAI 2013.déclassé| | |C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\filles et garçons gallimard.jpg||1|||5|||N||
440|Cadre d'habillage - Epingles|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
441|Cadre d'habillage - Fermeture éclair|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
442|Cadre d'habillage - Pressions|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
443|Cadre d'habillage - Grands boutons|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
444|Cadre d'habillage - Petits boutons|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
445|Cadre d'habillage - Rubans|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
446|Cadre d'habillage - Cuir - Lacets|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
447|Cadre d'habillage - Velcro|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
448|Cadre d'habillage - Clips|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
449|Cadre d'habillage - Ceinture|08/01/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
45|BALLON WIGGLY GIGGLY|27/05/2012|||||||2 motricité globale|0||||||C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\photos motricité globale\45.jpg||1|||0|||N||
450|Magic Tape-Tape|09/02/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
451|Les chiffres à structurer|09/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
452|Xylobells|09/02/2014|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
453|Les balles surprises|09/02/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
454|KAKTUS|09/02/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
455|Barbecue|09/02/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
456|Initiation à l'écriture|09/02/2014|||||||5 lang graph ecriture lecture|1||||||||1|||0|||N||
457|Système solaire motorisé|09/02/2014|||||||8 jeux symboliques et imitatio|1||||||||1|||0|||N||
458|Abaque de tri en bois|09/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
459|Additionner et soustraire|09/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
46|Mon premier alphabet|27/05/2012|||||||4 médiathèque livres CD|0||don sept19|sept19: remplace BALLONS ULTRALEGERS Jeu HS. Paroi dénaturée.| | |C:\Ludopret\Annexes\Images\46-mon premier alphabet A Rosenstiehl.jpg||1|||5|||N||
460|Dessine avec des lacets|09/02/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
461|Kit gros picots|09/02/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
462|Planches d'apprentissage de l'écriture|09/02/2014|||||||5 lang graph ecriture lecture|1|||Manque un outil.| | |||1|||0|||N||
463|Jeu des alvéoles|09/02/2014|||||||3 sensoriel musique|1||||||||1|||0|||N||
464|Jeu Recréer les fleurs|09/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
465|Labyrinthe magnétique N°4|09/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
466|Labyrinthe magnétique N°3|09/02/2014|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
467|Labyrinthe magnétique N°2|09/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
468|Les sets d'écriture|09/02/2014|||||||5 lang graph ecriture lecture|1||||||||1|||0|||N||
469|Plateau à formes|09/02/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
47|BALTHAZAR ET LES LETTRES A TOUCHER|27/05/2012|||||||5 lang graph ecriture lecture|0||||||||1|||0|||N||
470|Babytactil ferme|09/02/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
471|Atelier boîtes à compter 1|09/02/2014|||||||6 mathématiques|1|||19/07/2014 : Manque un jeton plastique bleu.| | |||1|||0|||N||
472|Clown à visser|09/02/2014|||||||1 motricité fine encast puzzle|1||||||||1|||0|||N||
473|Toporama|09/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
474|Ritmo|09/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
475|Loto des situations sonores|09/02/2014|||||||8 jeux symboliques et imitatio|1||||||||1|||0|||N||
476|Imagier sonore des petits|09/02/2014|||||||8 jeux symboliques et imitatio|1|||Manque photo n°2.| | |||1|||0|||N||
477|Atelier Questions-Réponses|09/02/2014|||||||5 lang graph ecriture lecture|1|||Manque une carte aimantée "bûche en bois".| | |||1|||0|||N||
478|Jeu des 5 sens|09/02/2014|||||||5 lang graph ecriture lecture|1||||||||1|||0|||N||
479|Des mots en photos|09/02/2014|||||||8 jeux symboliques et imitatio|1||||||||1|||0|||N||
48|BASCULE|27/05/2012|||||||2 motricité globale|0||||||C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\photos motricité globale\48.jpg||1|||0|||N||
480|Loto de 1 à 10|09/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
481|Le bon sens des mots|09/02/2014|||||||5 lang graph ecriture lecture|1||||||||1|||0|||N||
482|Digicartes Numération 3+|09/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
483|Digicartes Numération 4+|09/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
484|Digicartes Topologie 3+|10/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
485|Digicartes Topologie 4+|10/02/2014|||||||6 mathématiques|1||||||||1|||0|||N||
486|100 idées pour développer la mémoire des enfants|10/02/2014||||||||1||||||||1|||0|||N||
487|Accompagner l'enfant atteint de troubles….|10/02/2014||||||||1|||Auteur : MJ Petiniot| | |||1|||0|||N||
488|Oscar le canard|10/02/2014||||||||1|||Auteurs : C.Barthelemy / L.Kuntz| | |||1|||0|||N||
489|Rééducation de la dyslexie|10/02/2014||||||||1|||Sous-titre : Les confusions visuellesAuteur : C.Mazade| | |||1|||0|||N||
49|BASE 10|27/05/2012|||||||6 mathématiques|0||||||||1|||0|||N||
490|La dysorthographie et la dyslexie|10/02/2014||||||||1|||Sous-titre : Les confusions phonétiquesAuteur : C.Mazade| | |||1|||0|||N||
491|Un projet en tête|10/02/2014|||||||5 lang graph ecriture lecture|1||||||||1|||0|||N||
492|Maïtre du temps|10/02/2014|||||||7 aide autom assoc tps|1||||||||1|||0|||N||
493|L'autonomie pas à pas|10/02/2014||||||||1|||Auteur : B.L. Baker / A.J. Brightman| | |||1|||0|||N||
494|L'intervention précoce en autisme-Modèle  Denver|10/02/2014||||||||1|||Auteur : S.J. Rogers / G. Dawson| | |||1|||0|||N||
495|Apprendre aux enfants à comprendre la pensée…|10/02/2014|||||||4 médiathèque livres CD|1|||Auteur : P. Howlin / S. Baron-Cohen / J. Hadwin| | |||1|||0|||N||
496|Sexualité et syndrôme d'Asperger|10/02/2014||||||||1|||Auteur : T. Attwood| | |||1|||0|||N||
497|Voyager en pays autiste|10/02/2014||||||||1|||Auteur : J. Constant| | |||1|||0|||N||
498|Autisme et émotions|10/02/2014||||||||1|||Auteur : P. Vermeulen| | |||1|||0|||N||
499|Le syndrôme d'Asperger-Guide complet|10/02/2014||||||||1|||Auteur : T. Attwood| | |||1|||0|||N||
5|1er LOT DE ROCHERS TACTILES|27/05/2012|||||||2 motricité globale|0||||||C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\photos motricité globale\5.jpg||1|||0|||N||
50|BATIBRIQUES|27/05/2012|||||||2 motricité globale|0||||||C:\Users\Utilisateur\Documents\sauvegardes ludopret\photos pour ludoprêt ne pas supprimer ni déplacer\photos motricité globale\50.jpg||1|||0|||N||
500|Imiter pour grandir|10/02/2014||||||||1|||Auteur : J. Nadel| | |||1|||0|||N||
501|Face à l'autisme- Guide juridique et pratique|10/02/2014||||||||1|||Auteur : A. Grévin| | |||1|||0|||N||
502|Nouveau livre des scénarios sociaux 1994|10/02/2014||||||||1|||Auteur : C. Gray| | |||1|||0|||N||
503|Vers les maths - Maternelle Petite Section|10/02/2014||||||||1||||||||1|||0|||N||
